Symbol,Name,Sector,Industry
CASY,Casey's General Stores Inc. Common Stock,Miscellaneous,Diversified Commercial Services
CAT,Caterpillar Inc. Common Stock,Industrials,Construction/Ag Equipment/Trucks
CATC,Cambridge Bancorp Common Stock,Finance,Major Banks
CATX,Perspective Therapeutics Inc. Common Stock,Health Care,Medical Specialities
CATY,Cathay General Bancorp Common Stock,Finance,Major Banks
CBAN,Colony Bankcorp Inc. Common Stock,Finance,Major Banks
CBAY,CymaBay Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,Consumer Staples,Food Chains
CBFV,CB Financial Services Inc. Common Stock,Finance,Major Banks
CBH,Virtus Convertible & Income 2024 Target Term Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
CBIO,Catalyst Biosciences Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CBL,CBL & Associates Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts
CBNK,Capital Bancorp Inc. Common Stock,Finance,Major Banks
CBRE,CBRE Group Inc Common Stock Class A,Finance,Real Estate
CBRG,Chain Bridge I Class A Ordinary Shares,Finance,Blank Checks
CBRGU,Chain Bridge I Units,Finance,Blank Checks
CBRGW,Chain Bridge I Warrants,Finance,Blank Checks
CBRL,Cracker Barrel Old Country Store Inc Common Stock,Consumer Discretionary,Restaurants
CBSH,Commerce Bancshares Inc. Common Stock,Finance,Major Banks
CBT,Cabot Corporation Common Stock,Industrials,Specialty Chemicals
CBU,Community Bank System Inc. Common Stock,Finance,Major Banks
CBZ,CBIZ Inc. Common Stock,Consumer Discretionary,Business Services
CC,Chemours Company (The) Common Stock,Industrials,Industrial Specialties
CCAI,Cascadia Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
CCAIU,Cascadia Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
CCAIW,Cascadia Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
CCAP,Crescent Capital BDC Inc. Common stock,Industrials,Consumer Electronics/Appliances
CCB,Coastal Financial Corporation Common Stock,Finance,Commercial Banks
CCBG,Capital City Bank Group Common Stock,Finance,Major Banks
CCCC,C4 Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CCCS,CCC Intelligent Solutions Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
CCD,Calamos Dynamic Convertible & Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
CCEL,Cryo-Cell International Inc. Common Stock,Health Care,Managed Health Care
CCF,Chase Corporation Common Stock,Consumer Discretionary,Paints/Coatings
CCI,Crown Castle Inc. Common Stock,Real Estate,Real Estate Investment Trusts
CCK,Crown Holdings Inc.,Industrials,Containers/Packaging
CCLD,CareCloud Inc. Common Stock,Health Care,Managed Health Care
CCLDO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,Health Care,Managed Health Care
CCLDP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,Health Care,Managed Health Care
CCLP,CSI Compressco LP Common Units,Energy,Oilfield Services/Equipment
CCNE,CNB Financial Corporation Common Stock,Finance,Major Banks
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,Consumer Discretionary,Advertising
CCOI,Cogent Communications Holdings Inc.,Consumer Discretionary,Telecommunications Equipment
CCRD,CoreCard Corporation Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,Consumer Discretionary,Diversified Commercial Services
CCS,Century Communities Inc. Common Stock,Consumer Discretionary,Homebuilding
CCSI,Consensus Cloud Solutions Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
CCTS,Cactus Acquisition Corp. 1 Limited Class A Ordinary Share,Finance,Blank Checks
CCTSU,Cactus Acquisition Corp. 1 Limited Unit,Finance,Blank Checks
CCTSW,Cactus Acquisition Corp. 1 Limited Warrant,Finance,Blank Checks
CCZ,Comcast Holdings ZONES,Consumer Discretionary,Telecommunications Equipment
CDAK,Codiak BioSciences Inc. Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
CDAQ,Compass Digital Acquisition Corp. Class A Ordinary Shares,Finance,Blank Checks
CDAQU,Compass Digital Acquisition Corp. Unit,Finance,Blank Checks
CDAQW,Compass Digital Acquisition Corp. Warrant,Finance,Blank Checks
CDAY,Ceridian HCM Holding Inc. Common Stock,Technology,EDP Services
CDE,Coeur Mining Inc. Common Stock,Basic Materials,Precious Metals
CDIO,Cardio Diagnostics Holdings Inc. Common stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CDIOW,Cardio Diagnostics Holdings Inc. Warrant,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CDLX,Cardlytics Inc. Common Stock,Consumer Discretionary,Advertising
CDMO,Avid Bioservices Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CDNA,CareDx Inc. Common Stock,Health Care,Medical Specialities
CDNS,Cadence Design Systems Inc. Common Stock,Technology,Computer Software: Prepackaged Software
CDTX,Cidara Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CDW,CDW Corporation Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
CDXC,ChromaDex Corporation Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
CDXS,Codexis Inc. Common Stock,Health Care,Biotechnology: Commercial Physical & Biological Resarch
CDZI,CADIZ Inc. Common Stock,Utilities,Water Supply
CDZIP,Cadiz Inc. Depositary Shares,Utilities,Water Supply
CE,Celanese Corporation Celanese Corporation Common Stock,Industrials,Major Chemicals
CEAD,CEA Industries Inc. Common Stock,Industrials,Industrial Machinery/Components
CEADW,CEA Industries Inc. Warrant,Industrials,Industrial Machinery/Components
CECO,CECO Environmental Corp. Common Stock,Industrials,Pollution Control Equipment
CEE,The Central and Eastern Europe Fund Inc. (The) Common Stock,Finance,Finance Companies
CEG,Constellation Energy Corporation Common Stock ,Utilities,Power Generation
CEI,Camber Energy Inc. Common Stock,Energy,Oil & Gas Production
CELC,Celcuity Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CELH,Celsius Holdings Inc. Common Stock,Consumer Staples,Beverages (Production/Distribution)
CELU,Celularity Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CELUW,Celularity Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
CELZ,Creative Medical Technology Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CEM,ClearBridge MLP and Midstream Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
CEMI,Chembio Diagnostics Inc. Common Stock,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CEN,Center Coast Brookfield MLP & Energy Infrastructure Fund,Finance,Finance Companies
CENX,Century Aluminum Company Common Stock,Industrials,Aluminum
CEQP,Crestwood Equity Partners LP,Energy,Oilfield Services/Equipment
CERE,Cerevel Therapeutics Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CERS,Cerus Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
CERT,Certara Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
CET,Central Securities Corporation Common Stock,Finance,Finance/Investors Services
CETX,Cemtrex Inc. Common Stock,Technology,EDP Services
CETXP,Cemtrex Inc. Series 1 Preferred Stock,Technology,EDP Services
CEV,Eaton Vance California Municipal Income Trust Shares of Beneficial Interest,Finance,Finance/Investors Services
CEVA,CEVA Inc. Common Stock,Technology,Semiconductors
CF,CF Industries Holdings Inc. Common Stock,Industrials,Agricultural Chemicals
CFB,CrossFirst Bankshares Inc. Common Stock,Finance,Commercial Banks
CFBK,CF Bankshares Inc. Common Stock,Finance,Savings Institutions
CFFE,CF Acquisition Corp. VIII Class A Common Stock,Industrials,Consumer Electronics/Appliances
CFFEU,CF Acquisition Corp. VIII Unit,Industrials,Consumer Electronics/Appliances
CFFEW,CF Acquisition Corp. VIII Warrant,Industrials,Consumer Electronics/Appliances
CFFI,C&F Financial Corporation Common Stock,Finance,Major Banks
CFFN,Capitol Federal Financial Inc. Common Stock,Finance,Savings Institutions
CFFS,CF Acquisition Corp. VII Class A Common Stock,Industrials,Consumer Electronics/Appliances
CFFSU,CF Acquisition Corp. VII Unit,Industrials,Consumer Electronics/Appliances
CFFSW,CF Acquisition Corp. VII Warrant,Industrials,Consumer Electronics/Appliances
CFG,Citizens Financial Group Inc. Common Stock,Finance,Major Banks
CFIV,CF Acquisition Corp. IV Class A common stock,Industrials,Consumer Electronics/Appliances
CFIVU,CF Acquisition Corp. IV Unit,Industrials,Consumer Electronics/Appliances
CFIVW,CF Acquisition Corp. IV Warrant,Industrials,Consumer Electronics/Appliances
CFLT,Confluent Inc. Class A Common Stock,Technology,EDP Services
CFMS,Conformis Inc. Common Stock,Health Care,Medical/Dental Instruments
CFR,Cullen/Frost Bankers Inc. Common Stock,Finance,Major Banks
CFRX,ContraFect Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CFSB,CFSB Bancorp Inc. Common Stock,Finance,Major Banks
CG,The Carlyle Group Inc. Common Stock,Finance,Investment Managers
CGBD,Carlyle Secured Lending Inc. Common Stock,Finance,Finance Companies
CGC,Canopy Growth Corporation Common Shares,Health Care,Pharmaceuticals and Biotechnology
CGEM,Cullinan Oncology Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CGNX,Cognex Corporation Common Stock,Industrials,Industrial Machinery/Components
CGO,Calamos Global Total Return Fund Common Stock,Finance,Investment Managers
CGTX,Cognition Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CHCI,Comstock Holding Companies Inc. Class A Common Stock,Real Estate,Building operators
CHCO,City Holding Company Common Stock,Finance,Major Banks
CHCT,Community Healthcare Trust Incorporated Common Stock,Real Estate,Real Estate Investment Trusts
CHD,Church & Dwight Company Inc. Common Stock,Consumer Discretionary,Package Goods/Cosmetics
CHDN,Churchill Downs Incorporated Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
CHE,Chemed Corp,Health Care,Medical/Nursing Services
CHEF,The Chefs' Warehouse Inc. Common Stock,Consumer Discretionary,Food Distributors
CHH,Choice Hotels International Inc. Common Stock,Consumer Discretionary,Hotels/Resorts
CHI,Calamos Convertible Opportunities and Income Fund Common Stock,Finance,Investment Managers
CHK,Chesapeake Energy Corporation Common Stock,Energy,Oil & Gas Production
CHKEL,Chesapeake Energy Corporation Class C Warrants,Energy,Oil & Gas Production
CHKEW,Chesapeake Energy Corporation Class A Warrants,Energy,Oil & Gas Production
CHKEZ,Chesapeake Energy Corporation Class B Warrants,Energy,Oil & Gas Production
CHMG,Chemung Financial Corp Common Stock,Finance,Major Banks
CHN,China Fund Inc. (The) Common Stock,Finance,Investment Managers
CHPT,ChargePoint Holdings Inc. Common Stock,Miscellaneous,Diversified Commercial Services
CHRA,Charah Solutions Inc. Common Stock,Utilities,Medical Specialities
CHRB,Charah Solutions Inc. 8.50% Senior Notes due 2026,Utilities,Environmental Services
CHRD,Chord Energy Corporation Common Stock,Energy,Oil & Gas Production
CHRS,Coherus BioSciences Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CHRW,C.H. Robinson Worldwide Inc. Common Stock,Consumer Discretionary,Oil Refining/Marketing
CHS,Chico's FAS Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
CHSCL,CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4,Consumer Staples,Tobacco
CHSCM,CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3,Consumer Staples,Tobacco
CHSCN,CHS Inc Preferred Class B Series 2 Reset Rate,Consumer Staples,Tobacco
CHSCO,CHS Inc. Class B Cumulative Redeemable Preferred Stock,Consumer Staples,Tobacco
CHSCP,CHS Inc. 8%  Cumulative Redeemable Preferred Stock,Consumer Staples,Tobacco
CHTR,Charter Communications Inc. Class A Common Stock New,Consumer Discretionary,Telecommunications Equipment
CHUY,Chuy's Holdings Inc. Common Stock,Consumer Discretionary,Restaurants
CHW,Calamos Global Dynamic Income Fund Common Stock,Finance,Investment Managers
CHX,ChampionX Corporation Common Stock ,Industrials,Construction/Ag Equipment/Trucks
CHY,Calamos Convertible and High Income Fund Common Stock,Finance,Investment Managers
CI,The Cigna Group Common Stock,Health Care,Medical Specialities
CIA,Citizens Inc. Class A Common Stock ($1.00 Par),Finance,Life Insurance
CIDM,Cinedigm Corp. Class A Common Stock,Consumer Discretionary,Movies/Entertainment
CIEN,Ciena Corporation Common Stock,Utilities,Telecommunications Equipment
CIF,MFS Intermediate High Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
CIFR,Cipher Mining Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
CIFRW,Cipher Mining Inc. Warrant,Finance,Investment Bankers/Brokers/Service
CIG,Comp En De Mn Cemig ADS American Depositary Shares,Utilities,Electric Utilities: Central
CII,Blackrock Capital and Income Fund Inc.,Finance,Finance Companies
CIIG,CIIG Capital Partners II Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
CIIGU,CIIG Capital Partners II Inc. Unit,Industrials,Consumer Electronics/Appliances
CIIGW,CIIG Capital Partners II Inc. Warrant,Industrials,Consumer Electronics/Appliances
CIK,Credit Suisse Asset Management Income Fund Inc. Common Stock,Finance,Finance/Investors Services
CIM,Chimera Investment Corporation Common Stock,Real Estate,Real Estate Investment Trusts
CINF,Cincinnati Financial Corporation Common Stock,Finance,Property-Casualty Insurers
CING,Cingulate Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CINGW,Cingulate Inc. Warrants,Health Care,Biotechnology: Pharmaceutical Preparations
CIR,CIRCOR International Inc. Common Stock,Industrials,Fluid Controls
CISO,Cerberus Cyber Sentinel Corporation Common Stock,Technology,Computer Software: Prepackaged Software
CITE,Cartica Acquisition Corp Class A Ordinary Shares,Finance,Blank Checks
CITEW,Cartica Acquisition Corp Warrant,Finance,Blank Checks
CIVB,Civista Bancshares Inc. Common Stock,Finance,Major Banks
CIVI,Civitas Resources Inc. Common Stock,Energy,Oil & Gas Production
CIX,CompX International Inc. Common Stock,Technology,Security Systems Services
CIZN,Citizens Holding Company Common Stock,Finance,Major Banks
CKPT,Checkpoint Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
CKX,CKX Lands Inc. Common Stock,Energy,Oil & Gas Production
CL,Colgate-Palmolive Company Common Stock,Consumer Discretionary,Package Goods/Cosmetics
CLAR,Clarus Corporation Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
CLAYW,Chavant Capital Acquisition Corp. Warrants,Finance,Blank Checks
CLBK,Columbia Financial Inc. Common Stock,Finance,Commercial Banks
CLDT,Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest,Real Estate,Real Estate Investment Trusts
CLDX,Celldex Therapeutics Inc.,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLFD,Clearfield Inc. Common Stock,Utilities,Telecommunications Equipment
CLIN,Clean Earth Acquisitions Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
CLINR,Clean Earth Acquisitions Corp. Right,Finance,Blank Checks
CLINU,Clean Earth Acquisitions Corp. Unit,Industrials,Consumer Electronics/Appliances
CLINW,Clean Earth Acquisitions Corp. Warrant,Industrials,Consumer Electronics/Appliances
CLIR,ClearSign Technologies Corporation Common Stock,Technology,Industrial Machinery/Components
